Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2022,Fall,2022-fa,LAW,797,Intro to Intellectual Property,LCD,2,4,9,7,5,3,0,0,0,0,0,0,0,0,"Augustine, Andrea M"
2022,Fall,2022-fa,LEAD,140,Interpersonal Intelligence,ONL,23,39,10,2,5,5,5,2,3,0,3,1,12,1,"Smist, Jennifer A"
2022,Fall,2022-fa,LEAD,230,Leadership Communications,LEC,29,28,10,3,1,0,2,0,0,0,0,1,1,0,"Chunoo, Vivechkanand S"
2022,Fall,2022-fa,LEAD,260,Foundations of Leadership,LEC,57,27,8,7,12,2,2,0,1,1,1,0,4,0,"Smist, Jennifer A"
2022,Fall,2022-fa,LEAD,340,Leadership Ethics & Society,LCD,6,14,8,5,2,8,1,2,2,0,0,0,1,0,"Collins, Jasmine D"
2022,Fall,2022-fa,LEAD,380,Leadership in Groups and Teams,LCD,6,12,11,6,1,2,2,1,1,0,0,0,0,0,"Rosch, David M"
2022,Fall,2022-fa,LEAD,440,Interpersonal Intelligence,ONL,38,22,8,2,2,1,0,0,0,0,0,0,0,1,"Smist, Jennifer A"
2022,Fall,2022-fa,LER,100,Introduction to Labor Studies,ONL,2,9,1,4,0,0,1,1,1,2,1,0,8,0,"Ashby, Steven"
2022,Fall,2022-fa,LER,522,Government Regulation,LCD,5,16,1,0,2,0,0,0,0,0,0,0,0,0,"Leroy, Michael H"
2022,Fall,2022-fa,LER,542,Collective Bargaining,LCD,6,8,6,2,0,0,0,0,0,0,0,0,0,0,"Zhang, Tingting"
2022,Fall,2022-fa,LER,543,Workplace Dispute Resolution,LCD,0,43,3,0,0,0,0,1,0,0,0,0,0,0,"Lamare, James R"
2022,Fall,2022-fa,LER,561,Compensation Systems,LCD,1,30,6,0,0,1,0,0,0,0,0,0,0,0,"Lyu, Mengjie"
2022,Fall,2022-fa,LER,561,Compensation Systems,ONL,0,25,3,0,2,0,0,0,1,0,0,0,1,0,"Schiller, Brian"
2022,Fall,2022-fa,LER,562,HR Planning and Staffing,LCD,3,5,12,6,1,1,0,0,0,0,0,0,0,0,"Restubog, Simon L"
2022,Fall,2022-fa,LER,565,HR Management and Strategy,LCD,0,12,8,7,5,0,0,0,0,0,0,0,0,0,"Won, Shinjae"
2022,Fall,2022-fa,LER,565,HR Management and Strategy,ONL,3,30,2,2,3,0,0,0,0,0,0,0,0,0,"Lamare, James R"
2022,Fall,2022-fa,LER,566,International HR Management,ONL,5,9,9,14,0,0,0,0,0,0,0,0,0,0,"Jung, Ji Wook"
2022,Fall,2022-fa,LER,566,International HR Management,LCD,4,16,17,10,0,0,0,0,0,0,0,0,0,0,"Jung, Ji Wook"
2022,Fall,2022-fa,LER,590,HR Analy: Data-Driven Decision,LCD,31,0,2,1,2,0,0,0,0,0,0,0,0,0,"Newman, Daniel A"
2022,Fall,2022-fa,LER,590,Game Theory & Strategy,LCD,1,42,0,0,0,0,0,0,1,0,0,0,0,0,"Lamare, James R"
2022,Fall,2022-fa,LER,590,"Immigration, Employ & Pub Pol",LCD,0,36,0,1,1,0,0,0,0,0,0,0,0,0,"Leroy, Michael H"
2022,Fall,2022-fa,LER,590,Leadership & Employ Engagement,ONL,11,4,8,3,3,2,0,0,0,0,0,0,1,0,"Pearlman, Laurence J"
2022,Fall,2022-fa,LER,590,Social Justice & the Workplace,LCD,0,34,2,0,0,1,1,0,0,0,0,0,0,0,"Gilbert, Daniel"
2022,Fall,2022-fa,LER,591,Employment Relations Systems,LCD,5,7,8,6,3,1,0,0,0,0,0,0,0,0,"Mun, Eunmi"
2022,Fall,2022-fa,LER,591,Employment Relations Systems,LCD,3,16,4,6,4,3,0,0,0,0,0,0,0,0,"Mun, Eunmi"
2022,Fall,2022-fa,LER,591,Employment Relations Systems,ONL,2,12,13,5,0,0,0,0,0,0,0,0,0,0,"Kramer, Amit"
2022,Fall,2022-fa,LER,593,Quantitative Methods in LER,LCD,14,8,6,4,4,1,2,2,0,0,0,0,0,0,"Liu, Yihao"
2022,Fall,2022-fa,LER,593,Quantitative Methods in LER,LCD,11,2,2,2,3,0,1,1,0,0,0,0,0,0,"Liu, Yihao"
2022,Fall,2022-fa,LER,593,Quantitative Methods in LER,ONL,0,31,1,2,1,0,0,0,0,0,0,0,0,0,"Ogolsky, Brian G"
2022,Fall,2022-fa,LER,595,Managing Diversity Globally,LCD,3,26,14,2,1,0,0,0,1,0,0,0,0,0,"Kramer, Amit"
2022,Fall,2022-fa,LING,100,Intro to Language Science,DIS,8,10,2,3,1,1,0,0,0,0,0,0,2,0,"Ulloa, Abraham E"
2022,Fall,2022-fa,LING,100,Intro to Language Science,DIS,6,10,5,1,1,2,0,1,0,0,0,0,2,0,"Chuang, Ping-Lin"
2022,Fall,2022-fa,LING,100,Intro to Language Science,DIS,9,6,2,1,0,0,0,2,0,0,0,0,2,0,"Moore, Britni"
2022,Fall,2022-fa,LING,115,Language and Culture in India,LCD,0,9,6,3,1,1,1,0,0,0,0,0,0,0,"Mishra, Mithilesh"
2022,Fall,2022-fa,LING,210,Language History,LCD,2,2,8,1,2,2,2,1,1,1,1,0,1,0,"Stelzer, Daniel M"
2022,Fall,2022-fa,LING,222,Language in Globalization,LCD,14,12,5,2,5,0,0,3,1,0,0,1,3,0,"King, Elizabeth"
2022,Fall,2022-fa,LING,225,"Language, Mind, and Brain",LCD,17,6,4,0,1,0,1,0,0,0,0,0,2,0,"Muller, Hanna"
2022,Fall,2022-fa,LING,250,Linguistic Diversity in the US,LCD,40,9,6,4,1,2,1,0,3,4,1,0,0,0,"Smalls, Krystal A"
2022,Fall,2022-fa,LING,270,"Language, Technology & Society",LCD,24,7,2,4,0,1,0,0,0,0,0,0,1,0,"Dell, Brennan M"
2022,Fall,2022-fa,LING,301,Elements of Syntax,LCD,2,3,5,2,4,0,3,3,1,0,0,0,4,0,"Gallardo, Martine W"
2022,Fall,2022-fa,LING,307,Elmnts Semantics & Pragmatics,LCD,4,5,2,2,3,2,0,2,1,0,1,0,5,0,"Ionin, Tania"
2022,Fall,2022-fa,LING,450,Sociolinguistics I,LCD,11,7,2,0,2,0,0,0,0,0,1,0,0,0,"Bhatt, Rakesh M"
2022,Fall,2022-fa,LLS,100,Intro Latina/Latino Studies,DIS,19,4,1,1,2,1,1,0,0,0,0,0,0,0,"Fernandez Doig, Maria F"
2022,Fall,2022-fa,LLS,100,Intro Latina/Latino Studies,DIS,15,6,3,0,0,0,1,1,0,0,0,0,2,0,"Fernandez Doig, Maria F"
2022,Fall,2022-fa,LLS,100,Intro Latina/Latino Studies,DIS,12,7,3,1,1,1,0,1,2,0,0,0,1,0,"Ettinger, Sean N"
2022,Fall,2022-fa,LLS,100,Intro Latina/Latino Studies,DIS,8,11,5,0,2,1,1,0,0,0,0,0,1,0,"Ettinger, Sean N"
2022,Fall,2022-fa,LLS,220,Latina/o Migration,LCD,18,3,2,1,2,1,2,2,1,1,0,0,1,0,"Ramirez, Christian V"
2022,Fall,2022-fa,LLS,240,Latina/o Popular Culture,LCD,20,10,0,0,1,0,0,0,0,0,0,0,2,0,"Rodriguez, Randy"
2022,Fall,2022-fa,LLS,242,Intro to Latina/o Literature,LCD,13,19,6,2,0,0,0,1,3,0,0,1,2,0,"de la Garza, Jose A"
2022,Fall,2022-fa,LLS,250,Latina/os on the Bronze Screen,LCD,18,14,0,0,0,0,0,1,0,0,0,0,1,0,"Rodriguez, Randy"
2022,Fall,2022-fa,LLS,279,Mexican-American History,LCD,11,8,6,2,2,2,1,0,0,0,1,0,1,0,"Lule, Liliana I"
2022,Fall,2022-fa,LLS,320,Gender & Latina/o Migration,LCD,0,12,4,4,3,0,2,1,0,0,1,0,1,0,"Velasquez Estra, Ruth E"
2022,Fall,2022-fa,LLS,343,Criminalization and Punishment,LCD,2,11,7,3,0,0,0,0,1,0,1,0,1,0,"Velasquez Estra, Ruth E"
2022,Fall,2022-fa,LLS,392,Chicanas&Latinas: Self&Society,LCD,6,9,5,1,3,2,1,0,1,0,0,0,2,0,"Lule, Liliana I"
2022,Fall,2022-fa,MACS,100,Intro to Popular TV & Movies,DIS,16,8,2,4,0,1,1,0,0,0,0,0,0,0,"Cintron, Jennifer E"
2022,Fall,2022-fa,MACS,100,Intro to Popular TV & Movies,DIS,7,18,0,4,2,0,0,0,0,0,0,0,0,0,"Liu, Yan"
2022,Fall,2022-fa,MACS,100,Intro to Popular TV & Movies,DIS,0,18,2,4,2,0,1,0,1,0,0,0,1,0,"Jaher, Diana"
2022,Fall,2022-fa,MACS,100,Intro to Popular TV & Movies,OD,1,25,1,0,0,0,0,1,0,0,0,0,1,0,"Robinson, Jessica L"
2022,Fall,2022-fa,MACS,100,Intro to Popular TV & Movies,DIS,0,27,4,1,0,0,0,0,0,0,0,0,0,0,"Knipp, Jonathan A"
2022,Fall,2022-fa,MACS,100,Intro to Popular TV & Movies,DIS,0,18,3,4,3,0,0,3,1,0,0,0,0,0,"Jaher, Diana"
2022,Fall,2022-fa,MACS,100,Intro to Popular TV & Movies,OD,0,29,0,0,0,0,0,1,0,0,1,0,0,0,"Robinson, Jessica L"
2022,Fall,2022-fa,MACS,100,Intro to Popular TV & Movies,DIS,9,16,3,2,2,0,0,0,0,0,0,0,0,1,"Liu, Yan"
2022,Fall,2022-fa,MACS,100,Intro to Popular TV & Movies,DIS,18,7,1,1,3,0,0,0,0,0,0,0,0,1,"Cintron, Jennifer E"
2022,Fall,2022-fa,MACS,100,Intro to Popular TV & Movies,OD,22,5,1,0,0,0,1,0,1,0,0,0,0,0,"Yomtoob, Desiree R"
2022,Fall,2022-fa,MACS,100,Intro to Popular TV & Movies,OD,14,15,1,0,2,0,0,0,0,0,0,0,0,0,"Yomtoob, Desiree R"
2022,Fall,2022-fa,MACS,100,Intro to Popular TV & Movies,DIS,8,14,6,2,0,1,1,0,0,0,0,0,0,0,"Oh, Ji Won"
2022,Fall,2022-fa,MACS,100,Intro to Popular TV & Movies,DIS,12,11,2,3,2,2,0,0,1,0,0,0,0,0,"Oh, Ji Won"
2022,Fall,2022-fa,MACS,101,Intro to the Media,LCD,10,10,4,4,1,0,0,0,0,1,0,0,0,0,"Kang, Youngin"
2022,Fall,2022-fa,MACS,101,Intro to the Media,LCD,7,11,3,0,2,0,0,0,0,0,0,0,0,2,"Kang, Youngin"
2022,Fall,2022-fa,MACS,101,Intro to the Media,LCD,0,22,2,1,1,0,0,0,0,0,0,0,0,0,"Knipp, Jonathan A"
2022,Fall,2022-fa,MACS,101,Intro to the Media,LCD,0,7,12,6,1,0,1,0,0,0,0,0,2,0,"Chen, Tingyu"
2022,Fall,2022-fa,MACS,101,Intro to the Media,LCD,0,9,16,0,0,1,0,0,0,0,2,0,1,0,"Chen, Tingyu"
2022,Fall,2022-fa,MACS,101,Intro to the Media,LCD,19,7,1,0,0,0,0,0,1,0,0,0,1,0,"Gao, Yiran"
2022,Fall,2022-fa,MACS,101,Intro to the Media,LCD,1,9,7,2,2,0,0,2,0,0,1,0,2,0,"Peng, Anqi"
2022,Fall,2022-fa,MACS,101,Intro to the Media,LCD,10,12,4,2,0,0,0,0,0,0,0,0,0,0,"Carrillo Fuchs, David E"
2022,Fall,2022-fa,MACS,101,Intro to the Media,LCD,11,14,1,0,0,0,0,0,0,0,1,0,0,0,"Gao, Yiran"
2022,Fall,2022-fa,MACS,101,Intro to the Media,LCD,5,14,5,1,1,0,1,0,0,0,0,0,0,0,"Peng, Anqi"
2022,Fall,2022-fa,MACS,150,Intro Digital Media Production,LEC,0,22,23,8,10,1,1,8,2,0,0,1,3,2,"Long, Derek R"
2022,Fall,2022-fa,MACS,166,Contemporary Media Literacy,LCD,0,9,5,3,2,0,1,0,0,0,0,0,2,0,"Ciafone, Amanda M"
2022,Fall,2022-fa,MACS,203,Contemporary Movies,LEC,0,68,3,0,2,0,0,0,1,0,0,0,0,1,"Knipp, Jonathan A"
2022,Fall,2022-fa,MACS,224,Sportsmedia Technology Culture,LCD,13,8,5,2,1,2,2,0,0,0,0,0,0,0,"Cox, Courtney M"
2022,Fall,2022-fa,MACS,261,Survey of World Cinema I,LEC,0,6,10,1,4,4,1,1,2,5,0,0,3,0,"Oyallon-Koloski, Jenny"
2022,Fall,2022-fa,MACS,264,Creative and Info Economies,LCD,0,8,10,10,11,2,0,0,1,0,0,0,0,0,"Heuman, Joshua M"
2022,Fall,2022-fa,MACS,317,Media History,LCD,0,2,5,6,4,7,2,4,0,1,1,0,0,1,"Hay, James W"
2022,Fall,2022-fa,MACS,320,Popular Culture,LCD,0,12,10,6,8,0,1,0,3,0,0,0,0,0,"Heuman, Joshua M"
2022,Fall,2022-fa,MACS,351,Social Aspects of Media,LCD,0,19,12,5,2,0,2,0,0,1,0,0,1,0,"Kuo, Rachel"
2022,Fall,2022-fa,MACS,356,Sex & Gender in Popular Media,LCD,1,6,4,6,12,3,3,0,1,0,0,0,0,0,"Aguayo, Angela J"
2022,Fall,2022-fa,MACS,364,PR & Entertainment Industry,LCD,5,10,0,1,2,0,0,2,0,0,1,1,5,1,"Wilson, Carrie A"
2022,Fall,2022-fa,MATH,101,Thinking Mathematically,LEC,19,15,6,12,11,6,2,8,2,3,6,1,5,0,"Le, Thanh Thi T"
2022,Fall,2022-fa,MATH,103,Theory of Arithmetic,LEC,3,16,11,13,11,11,4,11,2,1,1,0,0,1,"Jewell, Matthew"
2022,Fall,2022-fa,MATH,112,Algebra,LEC,12,35,20,19,21,10,8,3,8,7,2,2,10,1,"Reddy, Alison"
2022,Fall,2022-fa,MATH,112,Algebra,LEC,16,47,32,14,25,10,9,9,4,5,5,4,11,0,"Reddy, Alison"
2022,Fall,2022-fa,MATH,115,Preparation for Calculus,LEC,13,53,4,9,28,6,6,23,2,3,7,2,5,1,"Hoffmeister, April M"
2022,Fall,2022-fa,MATH,115,Preparation for Calculus,LEC,18,41,11,9,35,4,3,24,0,1,17,3,8,1,"Hoffmeister, April M"
2022,Fall,2022-fa,MATH,115,Preparation for Calculus,LEC,15,49,10,6,35,4,6,16,0,1,8,1,8,2,"Hoffmeister, April M"
2022,Fall,2022-fa,MATH,117,Elementary Mathematics,LCD,1,2,9,2,5,3,1,0,0,1,1,0,0,0,"Chesser, Marissa E"
2022,Fall,2022-fa,MATH,124,Finite Mathematics,LCD,3,5,4,1,0,2,2,3,1,0,0,0,2,1,"Gregory, David J"
2022,Fall,2022-fa,MATH,124,Finite Mathematics,LCD,3,6,2,0,1,2,2,0,3,1,1,0,1,0,"Gregory, David J"
2022,Fall,2022-fa,MATH,124,Finite Mathematics,LCD,2,5,4,5,1,1,1,3,0,2,1,0,0,0,"Lense, Daniel P"
2022,Fall,2022-fa,MATH,124,Finite Mathematics,LCD,4,2,3,2,4,1,2,3,1,2,2,0,0,0,"Lense, Daniel P"
2022,Fall,2022-fa,MATH,199,undergraduate open seminar,DIS,0,19,1,0,1,0,0,0,0,0,1,0,0,0,"McCourt, Grace"
2022,Fall,2022-fa,MATH,199,Undergraduate Open Seminar,DIS,0,22,0,0,0,1,0,0,0,1,0,0,0,0,"Morales Miranda, Adriana"
2022,Fall,2022-fa,MATH,213,Basic Discrete Mathematics,LCD,3,10,4,3,2,0,1,4,2,0,1,0,0,0,"Ivanov, Sergei V"
2022,Fall,2022-fa,MATH,213,Basic Discrete Mathematics,LCD,6,12,0,3,10,1,1,4,1,0,1,0,1,0,"Ivanov, Sergei V"
2022,Fall,2022-fa,MATH,220,Calculus,LEC,7,49,20,16,19,11,12,13,5,9,5,2,19,2,"Srikant, Jenny J"
2022,Fall,2022-fa,MATH,220,Calculus,LEC,6,48,25,19,18,14,12,13,10,7,3,6,12,2,"Srikant, Jenny J"
2022,Fall,2022-fa,MATH,220,Calculus,LEC,6,37,18,15,17,17,15,7,8,7,6,1,20,1,"Placzek, Laura E"
2022,Fall,2022-fa,MATH,220,Calculus,LEC,9,29,13,12,19,10,10,10,8,3,7,2,22,3,"Placzek, Laura E"
2022,Fall,2022-fa,MATH,221,Calculus I,LEC,24,50,33,23,25,11,7,5,3,5,1,0,3,0,"Dobbs, Theresa M"
2022,Fall,2022-fa,MATH,221,Calculus I,LEC,23,80,42,15,27,17,4,8,5,2,3,2,3,2,"Dobbs, Theresa M"
2022,Fall,2022-fa,MATH,221,Calculus I,LEC,26,82,41,27,20,14,7,15,5,3,0,0,4,1,"Dobbs, Theresa M"
2022,Fall,2022-fa,MATH,221,Calculus I,LEC,29,74,33,28,22,19,10,7,1,2,4,1,4,1,"Dobbs, Theresa M"
2022,Fall,2022-fa,MATH,225,Introductory Matrix Theory,LCD,9,24,9,34,39,27,20,20,27,0,12,0,3,1,"Bradlow, Steven B"
2022,Fall,2022-fa,MATH,231,Calculus II,LEC,25,25,22,21,9,7,14,5,3,3,1,4,10,1,"Bahreini Esfaha, Manijeh"
2022,Fall,2022-fa,MATH,231,Calculus II,LEC,22,18,21,35,10,11,13,9,2,4,3,3,7,2,"Bahreini Esfaha, Manijeh"
2022,Fall,2022-fa,MATH,231,Calculus II,LEC,17,12,11,27,7,10,15,13,4,8,6,2,11,1,"Bahreini Esfaha, Manijeh"
2022,Fall,2022-fa,MATH,231,Calculus II,LEC,17,42,17,27,35,23,21,35,18,0,3,0,0,1,"Berwick Evans, Daniel"
2022,Fall,2022-fa,MATH,231,Calculus II,LEC,11,27,31,22,39,30,34,25,13,0,1,0,4,3,"Berwick Evans, Daniel"
2022,Fall,2022-fa,MATH,241,Calculus III,LEC,42,42,35,21,22,23,14,10,9,4,5,0,12,1,"Russell, Matthew C"
2022,Fall,2022-fa,MATH,241,Calculus III,LEC,30,28,26,30,28,19,22,17,22,5,3,2,17,0,"Russell, Matthew C"
2022,Fall,2022-fa,MATH,241,Calculus III,LEC,1,23,22,20,24,31,19,20,26,16,17,9,13,2,"Whittlesey, Kim"
2022,Fall,2022-fa,MATH,241,Calculus III,LEC,6,54,44,27,26,14,9,5,3,2,3,1,3,1,"Whittlesey, Kim"
2022,Fall,2022-fa,MATH,241,Calculus III,LEC,26,83,0,27,33,15,12,10,12,9,3,2,20,0,"Manfroi, Aldo J"
2022,Fall,2022-fa,MATH,241,Calculus III,LEC,54,83,0,21,28,19,14,7,10,9,3,2,4,1,"Manfroi, Aldo J"
2022,Fall,2022-fa,MATH,241,Calculus III,LEC,12,23,7,16,20,7,11,13,4,0,8,4,3,2,"Palmer, Joseph A"
2022,Fall,2022-fa,MATH,241,Calculus III,LEC,16,16,15,12,9,10,5,3,3,0,0,0,0,0,"Hildebrand, A J"
2022,Fall,2022-fa,MATH,257,Linear Algebra w Computat Appl,LEC,11,82,49,21,39,25,11,8,6,4,4,0,7,1,"Chuang, Jer-Chin"
2022,Fall,2022-fa,MATH,257,Linear Algebra w Computat Appl,LEC,11,95,41,27,34,20,15,12,5,3,10,0,5,0,"Chuang, Jer-Chin"
2022,Fall,2022-fa,MATH,257,Linear Algebra w Computat Appl,LEC,13,77,29,32,19,14,9,9,6,12,9,0,5,0,"Chuang, Jer-Chin"
2022,Fall,2022-fa,MATH,285,Intro Differential Equations,LCD,39,102,46,19,15,14,3,6,1,1,0,2,10,1,"Bronski, Jared C"
2022,Fall,2022-fa,MATH,285,Intro Differential Equations,LCD,38,99,33,18,21,18,6,8,5,2,0,2,6,1,"Bronski, Jared C"
2022,Fall,2022-fa,MATH,285,Intro Differential Equations,LCD,36,100,53,12,23,13,8,6,3,1,0,6,14,1,"Li, Mao"
2022,Fall,2022-fa,MATH,299,Topics in Mathematics,LCD,17,41,17,27,35,22,21,35,18,0,4,0,0,1,"Berwick Evans, Daniel"
2022,Fall,2022-fa,MATH,299,Topics in Mathematics,LCD,11,27,31,22,39,30,34,25,13,0,1,0,5,3,"Berwick Evans, Daniel"
2022,Fall,2022-fa,MATH,347,Fundamental Mathematics,LCD,3,3,7,3,2,3,2,1,0,0,0,0,1,0,"Liu, Yuan"
2022,Fall,2022-fa,MATH,347,Fundamental Mathematics,LCD,4,7,3,3,6,3,0,0,0,0,0,0,0,0,"Liu, Yuan"
2022,Fall,2022-fa,MATH,347,Fundamental Mathematics,LCD,3,3,2,2,4,3,2,2,0,1,0,0,1,0,"Clark, Carrie J"
2022,Fall,2022-fa,MATH,347,Fundamental Mathematics,LCD,3,6,6,1,3,5,1,0,1,0,0,0,1,0,"Nath, Kunjakanan"
2022,Fall,2022-fa,MATH,347,Fundamental Mathematics,LCD,7,9,5,3,1,3,0,0,1,0,0,0,0,0,"Tolman, Susan"
2022,Fall,2022-fa,MATH,347,Fundamental Mathematics,LCD,2,6,4,4,5,3,2,0,0,0,0,0,0,0,"Kutzarova-Ford, Denka N"
2022,Fall,2022-fa,MATH,347,Fundamental Mathematics,LCD,3,9,3,1,5,1,1,0,0,0,0,0,0,0,"Kutzarova-Ford, Denka N"
2022,Fall,2022-fa,MATH,347,Fundamental Mathematics,LCD,0,11,6,2,3,0,0,1,0,2,0,0,0,0,"Thorner, Jesse A"
2022,Fall,2022-fa,MATH,402,Non Euclidean Geometry,LCD,10,5,4,1,3,1,0,2,0,0,0,0,0,0,"Mortensen, Karen P"
2022,Fall,2022-fa,MATH,403,Euclidean Geometry,LCD,6,8,4,2,3,1,0,0,0,0,0,0,0,0,"Guo, Meng"
2022,Fall,2022-fa,MATH,412,Graph Theory,LCD,8,6,7,3,3,2,0,0,1,1,2,0,1,0,"St Dizier, Avery J"
2022,Fall,2022-fa,MATH,413,Intro to Combinatorics,LCD,8,5,4,5,1,1,1,5,0,0,1,0,2,1,"Yong, Alexander N"
2022,Fall,2022-fa,MATH,413,Intro to Combinatorics,LCD,10,3,6,1,7,1,3,3,1,2,1,0,2,0,"Yong, Alexander N"
2022,Fall,2022-fa,MATH,415,Applied Linear Algebra,LCD,30,18,37,25,29,33,19,16,14,5,8,2,6,1,"Araiza, Roy M"
2022,Fall,2022-fa,MATH,416,Abstract Linear Algebra,LCD,1,5,5,7,1,2,0,0,2,0,1,0,1,2,
2022,Fall,2022-fa,MATH,416,Abstract Linear Algebra,LCD,3,2,4,1,4,4,0,2,3,0,0,1,2,0,"Kerman, Ely"
2022,Fall,2022-fa,MATH,416,Abstract Linear Algebra,LCD,3,3,3,3,2,1,1,3,0,0,0,4,1,0,"Kerman, Ely"
2022,Fall,2022-fa,MATH,417,Intro to Abstract Algebra,LCD,1,2,2,1,2,2,3,4,3,0,2,0,1,1,"Loja Fernandes, Rui A"
2022,Fall,2022-fa,MATH,424,Honors Real Analysis,LCD,5,6,7,2,1,1,1,0,0,0,0,0,0,0,"Erdogan, Mehmet B"
2022,Fall,2022-fa,MATH,441,Differential Equations,LCD,3,7,10,2,0,3,2,2,1,0,0,1,1,0,"Rapti, Zoi"
2022,Fall,2022-fa,MATH,441,Differential Equations,LCD,5,6,5,3,1,3,1,4,1,0,2,0,0,0,"Rapti, Zoi"
2022,Fall,2022-fa,MATH,441,Differential Equations,LCD,5,9,5,3,1,1,1,3,0,1,1,0,1,1,"Oikhberg, Timur"
2022,Fall,2022-fa,MATH,442,Intro Partial Diff Equations,LCD,0,4,4,2,0,3,1,1,4,0,1,5,1,1,"Tumanov, Alexander E"
2022,Fall,2022-fa,MATH,444,Elementary Real Analysis,LCD,4,3,1,5,4,2,2,3,0,0,1,0,0,0,"Laugesen, Richard S"
2022,Fall,2022-fa,MATH,444,Elementary Real Analysis,LCD,7,4,3,6,1,1,0,1,1,1,0,0,0,0,"Hinkkanen, Aimo H"
2022,Fall,2022-fa,MATH,444,Elementary Real Analysis,LCD,0,11,0,5,3,3,0,2,0,0,0,0,2,0,"Li, Xiaochun"
2022,Fall,2022-fa,MATH,446,Applied Complex Variables,LCD,9,5,1,2,1,2,2,0,2,0,0,0,5,0,"Nikolaev, Igor G"
2022,Fall,2022-fa,MATH,453,Number Theory,LCD,3,13,3,1,2,2,1,1,2,0,0,0,0,1,"Reznick, Bruce A"
2022,Fall,2022-fa,MATH,453,Number Theory,LCD,0,13,3,0,4,2,0,1,0,0,0,0,0,1,"Thorner, Jesse A"
2022,Fall,2022-fa,MATH,461,Probability Theory,LCD,3,3,1,2,1,1,1,3,2,3,0,0,2,1,"Song, Renming"
2022,Fall,2022-fa,MATH,482,Linear Programming,LCD,1,3,2,4,11,0,2,1,1,0,0,0,0,0,"Zeiser, Florian M"
2022,Fall,2022-fa,MATH,484,Nonlinear Programming,LCD,0,7,2,5,3,2,1,1,1,1,0,0,0,2,"Kelley, Elizabeth M"
2022,Fall,2022-fa,MATH,500,Abstract Algebra I,LCD,5,9,1,3,4,2,0,0,0,0,0,0,1,1,"Rezk, Charles W"
2022,Fall,2022-fa,MATH,540,Real Analysis,LCD,0,9,6,11,0,0,0,0,0,0,0,0,0,0,"Li, Xiaochun"
2022,Fall,2022-fa,MATH,595,Rep theoretic method,LCD,0,22,0,0,4,0,0,0,0,0,0,0,0,0,"Leditzky, Felix"
2022,Fall,2022-fa,MBA,543,Digital Media & Marketing,ONL,245,271,16,6,15,3,1,0,0,0,0,0,3,1,"Yao, Mike Z"
2022,Fall,2022-fa,MBA,547,Global Marketing,ONL,0,324,104,39,20,12,4,3,0,1,0,0,2,0,"Torelli, Carlos J"
2022,Fall,2022-fa,MBA,553,Entrep: From Startup to Growth,ONL,57,375,351,127,67,26,7,3,1,0,1,1,5,1,"Parkinson, Thomas E"
2022,Fall,2022-fa,MBA,561,Intro to Bus Analytics w/R,ONL,237,81,21,20,10,8,2,1,0,0,2,0,9,6,"Guymon, Ronald N"
2022,Fall,2022-fa,MBA,562,Intro to Bus Analyt: CommData,ONL,268,48,10,6,5,3,0,2,0,0,1,0,5,0,"Hartman, Kevin E"
2022,Fall,2022-fa,MBA,563,Data Toolkit,ONL,143,115,49,16,13,7,9,6,1,0,4,0,12,0,"Hobson, Jessen L"
2022,Fall,2022-fa,MBA,564,Applying Data Analytics Mrktg,ONL,338,69,7,1,0,5,1,1,0,0,0,0,1,0,"Narang, Unnati"
2022,Fall,2022-fa,MBA,564,Applying Data Analytics inACCY,ONL,242,52,49,29,27,4,1,5,0,0,0,1,3,0,"Hobson, Jessen L"
2022,Fall,2022-fa,MCB,100,Introductory Microbiology,LEC,2,12,52,45,41,19,17,3,3,0,0,0,0,1,"Wilson, Brenda A"
2022,Fall,2022-fa,MCB,101,Intro Microbiology Laboratory,LAB,6,4,7,1,1,0,1,1,0,1,0,0,0,0,"Alt, Renee L"
2022,Fall,2022-fa,MCB,101,Intro Microbiology Laboratory,LAB,6,5,4,6,1,1,0,0,0,0,0,0,0,0,"Alt, Renee L"
2022,Fall,2022-fa,MCB,101,Intro Microbiology Laboratory,LAB,9,6,3,2,3,0,0,0,0,0,0,0,0,0,"Alt, Renee L"
2022,Fall,2022-fa,MCB,101,Intro Microbiology Laboratory,LAB,10,3,4,3,2,0,2,0,0,0,0,0,0,0,"Alt, Renee L"
2022,Fall,2022-fa,MCB,150,Molec & Cellular Basis of Life,DIS,1,1,1,4,7,3,3,1,1,0,0,0,0,1,"Reedy, Melissa M"
2022,Fall,2022-fa,MCB,150,Molec & Cellular Basis of Life,DIS,0,2,4,4,8,3,2,2,0,0,0,0,0,0,"Reedy, Melissa M"
2022,Fall,2022-fa,MCB,150,Molec & Cellular Basis of Life,DIS,3,2,3,7,1,4,1,1,0,0,0,0,0,0,"Reedy, Melissa M"
2022,Fall,2022-fa,MCB,150,Molec & Cellular Basis of Life,DIS,1,0,3,2,7,4,1,2,1,0,0,0,0,0,"Reedy, Melissa M"
2022,Fall,2022-fa,MCB,150,Molec & Cellular Basis of Life,DIS,0,3,6,4,4,5,0,0,0,0,0,1,0,1,"Reedy, Melissa M"
2022,Fall,2022-fa,MCB,150,Molec & Cellular Basis of Life,DIS,2,3,5,5,4,2,1,0,1,0,0,0,0,0,"Reedy, Melissa M"
